track_name,artists,track_genre,popularity,danceability,energy,valence,tempo,popularity_tier,energy_category
Evil Away,Mandragora;4i20,trance,36,0.637,0.692,0.157,180.013,Medium,High Energy
Deem Theatre (Tritonia 399),Rodrigo Deem,trance,25,0.58,0.853,0.0686,125.973,Low,High Energy
Wait For Me,Steve Brian;Christian Carcamo,trance,49,0.465,0.739,0.0652,125.994,Medium,High Energy
Scream,Blind Channel,trance,28,0.664,0.832,0.419,140.02,Low,High Energy
Giga Shadow - Radio Edit,NG Rezonance;Costa Pantazis,trance,29,0.476,0.996,0.308,140.029,Low,High Energy
Motherfucker - Radio Edit,NG Rezonance;Begbie,trance,28,0.571,0.987,0.402,150.03,Low,High Energy
Adagio - Radio Edit,NG Rezonance,trance,28,0.404,0.967,0.0438,144.969,Low,High Energy
Hyperion - Radio Edit,NG Rezonance;Avaxx,trance,28,0.448,0.99,0.0341,138.002,Low,High Energy
Android - Radio Edit,NG Rezonance,trance,28,0.455,0.995,0.295,146.004,Low,High Energy
Adagio - 140 Radio Edit,NG Rezonance,trance,28,0.462,0.951,0.051,139.971,Low,High Energy
Deception - Radio Edit,NG Rezonance,trance,28,0.476,0.999,0.298,144.959,Low,High Energy
Born Bad - Radio Edit,NG Rezonance,trance,28,0.546,0.999,0.416,144.999,Low,High Energy
Collision - Radio Edit,NG Rezonance,trance,28,0.516,0.995,0.631,145.003,Low,High Energy
Eternity - Radio Edit,NG Rezonance;S5,trance,28,0.384,0.994,0.165,139.996,Low,High Energy
Feche Os Olhos,Frogg,trance,23,0.657,0.749,0.109,139.982,Low,High Energy
Counting Down The Days,Above & Beyond;Gemma Hayes,trance,43,0.623,0.681,0.237,127.988,Medium,High Energy
Ares,D-Formation;Saccao,trance,40,0.721,0.915,0.0383,125.006,Medium,High Energy
Aladin - Tripo Remix,Mandragora;Devochka;Tripo,trance,21,0.669,0.678,0.0354,140.053,Low,High Energy
Sex Style,Astrix,trance,34,0.583,0.821,0.244,143.02,Medium,High Energy
Leyenda,Phaxe,trance,39,0.774,0.87,0.0354,103.491,Medium,High Energy
Long Way Home (Tritonia 400),Tritonal;HALIENE;SCHALA;Jorza,trance,17,0.584,0.77,0.411,129.913,Low,High Energy
Got This Feeling [Mix Cut] - Original Mix,16BL,trance,47,0.599,0.541,0.0819,120.712,Medium,Medium Energy
Universal - Extended Mix,Avalon;Azax,trance,27,0.561,0.814,0.054,144.002,Low,High Energy
"Merijuana - Cortex, Didrapest Remix Part 2",1200 Micrograms,trance,34,0.651,0.922,0.379,145.019,Medium,High Energy
Parachute,Deeparture;UOAK;Rubenson,trance,46,0.632,0.622,0.106,120.995,Medium,Medium Energy
Shivohum (Tritonia 400),Tritonal;Henry Dark,trance,1,0.485,0.911,0.11,128.04,Low,High Energy
Warehouse,Oliver Smith,trance,42,0.554,0.8,0.244,127.977,Medium,High Energy
Aware,Symphonix,trance,47,0.823,0.75,0.12,140.032,Medium,High Energy
Adelphi '88 (Tritonia 400),Tritonal,trance,1,0.543,0.97,0.126,122.981,Low,High Energy
Out Of The Dark (Tritonia 400),Tritonal;EMME,trance,1,0.565,0.958,0.0762,122.975,Low,High Energy
Waterboiler (Tritonia 400),Tritonal,trance,1,0.373,0.961,0.0744,122.999,Low,High Energy
Right Back,Yuri Kane,trance,48,0.59,0.708,0.235,129.942,Medium,High Energy
Born Yesterday (Tritonia 400),Tritonal;Brigetta,trance,1,0.571,0.91,0.176,129.932,Low,High Energy
Never Be The Same (Tritonia 400),Tritonal;Rosie Darling,trance,1,0.525,0.917,0.353,127.989,Low,High Energy
Something Beautiful (Tritonia 400),Tritonal;Eric Lumiere,trance,1,0.493,0.9,0.116,127.968,Low,High Energy
Acid Rocker - Antinomy Remix,Astrix;Antinomy,trance,35,0.6,0.932,0.233,142.014,Medium,High Energy
Hide U - Jerome Isma-Ae 2022 Remix,Roger Shah;Sian Evans,trance,45,0.628,0.839,0.156,124.002,Medium,High Energy
Saeed,Infected Mushroom,trance,47,0.568,0.846,0.337,145.02,Medium,High Energy
Superhuman / First Time (Tritonia 400) - Tritonal Mashup,Tritonal;Codeko;Seven Lions;SLANDER;Dabin;Dylam Matthew,trance,1,0.566,0.69,0.163,128,Low,High Energy
Dopex,Gareth Emery,trance,47,0.27,0.703,0.205,125.002,Medium,High Energy
Ayla Pt. 2,Ayla,trance,56,0.694,0.893,0.269,137.933,Medium,High Energy
Damaged,Antillas;Fiora,trance,48,0.583,0.693,0.392,130.157,Medium,High Energy
Acid For Nothing - Original Mix,1200 Micrograms,trance,41,0.582,0.951,0.259,146.009,Medium,High Energy
Fly Away - KhoMha Remix,Vincent de Moor;KhoMha,trance,49,0.503,0.96,0.102,128.032,Medium,High Energy
Blacklight - Radio Edit,Miroslav Vrlik,trance,27,0.434,0.997,0.0948,140.013,Low,High Energy
Heartbeat - Radio Edit,Miroslav Vrlik,trance,27,0.45,0.975,0.401,140.003,Low,High Energy
Genesis - Radio Edit,Miroslav Vrlik,trance,27,0.5,0.996,0.116,137.922,Low,High Energy
Skeleton - 2013 Remaster,Ghost Town,trance,28,0.552,0.85,0.624,124.991,Low,High Energy
Bergen Street - Radio Edit,F.G. Noise;Costa Pantazis,trance,29,0.188,0.991,0.178,137.991,Low,High Energy
Riff Raff - Radio Edit,NG Rezonance,trance,28,0.496,0.918,0.174,134.004,Low,High Energy
Adrenaline - Radio Edit,NG Rezonance,trance,28,0.359,0.982,0.149,139.995,Low,High Energy
Sinners - Alex Wright Remix Edit,NG Rezonance;Alex Wright,trance,28,0.293,0.955,0.219,139.942,Low,High Energy
Prometheus - Costa Pantazis Remix Edit,NG Rezonance;Costa Pantazis,trance,28,0.473,0.863,0.483,139.925,Low,High Energy
Defiance - Radio Edit,NG Rezonance,trance,28,0.44,0.99,0.284,144.979,Low,High Energy
Resurgence - Radio Edit,NG Rezonance,trance,28,0.464,0.963,0.0938,139.975,Low,High Energy
Daylight - Radio Edit,NG Rezonance;S5,trance,28,0.367,0.987,0.11,139.98,Low,High Energy
Drop Set - Radio Edit,NG Rezonance,trance,28,0.39,0.992,0.37,139.956,Low,High Energy
Divergence - Radio Edit,NG Rezonance;PHD,trance,28,0.148,0.993,0.0928,140.001,Low,High Energy
Forgotten - Radio Edit,NG Rezonance;PHD,trance,28,0.504,0.985,0.383,139.978,Low,High Energy
Feel The Panic - Radio Edit,NG Rezonance;Begbie,trance,28,0.474,0.995,0.0634,150.002,Low,High Energy
Fate - Instrumental Radio Edit,NG Rezonance,trance,28,0.416,0.981,0.0662,150.054,Low,High Energy
Deception - NG Rezonance 2013 Radio Edit,NG Rezonance,trance,28,0.469,0.987,0.243,145,Low,High Energy
tears in the club (feat. the weeknd),FKA twigs;The Weeknd,trip-hop,54,0.617,0.696,0.714,167.948,Medium,High Energy
jealousy (feat. rema),FKA twigs;Rema,trip-hop,59,0.828,0.638,0.525,113.486,Medium,Medium Energy
cellophane,FKA twigs,trip-hop,63,0.431,0.284,0.229,98.317,Medium,Low Energy
papi bones (feat. shygirl),FKA twigs;Shygirl,trip-hop,59,0.737,0.629,0.581,94.997,Medium,Medium Energy
Two Weeks,FKA twigs,trip-hop,58,0.479,0.716,0.338,109.748,Medium,High Energy
Swimmers,Zero 7;Jem Cooke,trip-hop,53,0.651,0.492,0.79,152.034,Medium,Medium Energy
oh my love,FKA twigs,trip-hop,58,0.907,0.592,0.545,108.052,Medium,Medium Energy
Measure of a Man (feat. Central Cee),FKA twigs;Central Cee,trip-hop,54,0.582,0.748,0.184,152.037,Medium,High Energy
"Down The Road (feat. YVA, Dhruv Sangari & Nicki Wells)",Nitin Sawhney;YVA;Dhruv Sangari;Nicki Wells,trip-hop,26,0.576,0.317,0.329,150.194,Low,Low Energy
honda (feat. pa salieu),FKA twigs;Pa Salieu,trip-hop,54,0.81,0.697,0.435,110.996,Medium,High Energy
meta angel,FKA twigs,trip-hop,55,0.568,0.369,0.243,134.789,Medium,Medium Energy
ride the dragon,FKA twigs,trip-hop,56,0.773,0.366,0.509,147.948,Medium,Medium Energy
Here She Comes Again,Röyksopp;Jamie Irrepressible,trip-hop,49,0.892,0.383,0.363,128.095,Medium,Medium Energy
Seize The Day,Wax Tailor;Charlotte Savary,trip-hop,58,0.634,0.516,0.502,82.967,Medium,Medium Energy
Bambro Koyo Ganda,Bonobo;Innov Gnawa,trip-hop,52,0.723,0.571,0.185,115.518,Medium,Medium Energy
A New Moanin',Boozoo Bajou,trip-hop,54,0.764,0.349,0.517,79.806,Medium,Medium Energy
Rocket Fuel (feat. De La Soul),DJ Shadow;De La Soul,trip-hop,53,0.781,0.796,0.621,110,Medium,High Energy
Black Sands,Bonobo,trip-hop,51,0.525,0.499,0.338,87.989,Medium,Medium Energy
Paradise Circus - Gui Boratto Remix,Massive Attack;Gui Boratto,trip-hop,42,0.835,0.793,0.325,122.011,Medium,High Energy
Muy Tranquilo,Gramatik,trip-hop,60,0.641,0.621,0.749,89.926,Medium,Medium Energy
Destiny,Zero 7;Sia;Sophie Barker,trip-hop,59,0.63,0.576,0.471,138.009,Medium,Medium Energy
Karmacoma,Massive Attack,trip-hop,56,0.801,0.536,0.667,141.068,Medium,Medium Energy
Shadows,Bonobo;Jordan Rakei,trip-hop,59,0.658,0.576,0.593,114.029,Medium,Medium Energy
Unfinished Sympathy - 2012 Mix/Master,Massive Attack,trip-hop,64,0.592,0.835,0.703,114.436,Medium,High Energy
The Sea,Morcheeba,trip-hop,62,0.535,0.761,0.248,149.968,Medium,High Energy
Rosewood,Bonobo,trip-hop,59,0.757,0.637,0.429,121.009,Medium,Medium Energy
Lebanese Blonde,Thievery Corporation,trip-hop,56,0.812,0.831,0.648,92.011,Medium,High Energy
Que Sera,Wax Tailor,trip-hop,60,0.714,0.721,0.415,83.021,Medium,High Energy
Koop Island Blues,Koop,trip-hop,59,0.555,0.537,0.521,79.239,Medium,Medium Energy
Each and Every One - 2012 Remaster,Everything But The Girl,trip-hop,34,0.411,0.713,0.447,142.991,Medium,High Energy
Just Wanted To Know,Röyksopp;Astrid S,trip-hop,39,0.66,0.592,0.645,91.026,Medium,Medium Energy
careless (feat. daniel caesar),FKA twigs;Daniel Caesar,trip-hop,55,0.706,0.395,0.26,118.128,Medium,Medium Energy
Stay The Same,Bonobo;Andreya Triana,trip-hop,51,0.589,0.557,0.545,99.987,Medium,Medium Energy
holy terrain,FKA twigs;Future,trip-hop,52,0.534,0.579,0.252,159.774,Medium,Medium Energy
darjeeling (feat jorja smith & unknown t),FKA twigs;Jorja Smith;unkown t,trip-hop,52,0.5,0.481,0.516,193.885,Medium,Medium Energy
Sordid Affair - Maceo Plex Remix,Röyksopp;Maceo Plex,trip-hop,47,0.741,0.718,0.374,123.008,Medium,High Energy
Insomnia - Radio Edit,Faithless,trip-hop,17,0.71,0.757,0.492,127.107,Low,High Energy
No Reason,Bonobo;Nick Murphy,trip-hop,48,0.656,0.589,0.155,121.003,Medium,Medium Energy
Enjoy the Ride,Morcheeba,trip-hop,18,0.552,0.519,0.459,84.992,Low,Medium Energy
Daydream In Blue,I Monster,trip-hop,53,0.547,0.508,0.382,153.822,Medium,Medium Energy
Enchantica,Jon Kennedy,trip-hop,56,0.75,0.354,0.21,127.761,Medium,Medium Energy
Again,Archive,trip-hop,38,0.401,0.571,0.0432,76.048,Medium,Medium Energy
Today,Zero 7;José González,trip-hop,56,0.576,0.673,0.57,168.413,Medium,High Energy
Just Jammin',Gramatik,trip-hop,54,0.815,0.681,0.803,90.008,Medium,High Energy
Hands of Time,Groove Armada,trip-hop,55,0.752,0.466,0.399,91.193,Medium,Medium Energy
mary magdalene,FKA twigs,trip-hop,53,0.391,0.444,0.159,171.831,Medium,Medium Energy
Kiara,Bonobo,trip-hop,52,0.595,0.788,0.414,97.012,Medium,High Energy
Nadia,Nitin Sawhney,trip-hop,34,0.35,0.599,0.107,84.971,Medium,Medium Energy
Defender,Bonobo,trip-hop,46,0.711,0.769,0.482,124.987,Medium,High Energy
Painting Silhouettes,Quantic,trip-hop,57,0.635,0.522,0.491,92.903,Medium,Medium Energy
Sour Times,Portishead,trip-hop,62,0.698,0.633,0.55,94.085,Medium,Medium Energy
Days To Come,Bonobo;Bajka,trip-hop,57,0.601,0.558,0.416,92.948,Medium,Medium Energy
Time Is the Enemy,Quantic,trip-hop,55,0.183,0.85,0.223,165.923,Medium,High Energy
Warm Sound,Zero 7;Mozez,trip-hop,53,0.519,0.389,0.107,121.802,Medium,Medium Energy
Wandering Star,Portishead,trip-hop,58,0.639,0.37,0.707,80.152,Medium,Medium Energy
The Rip,Portishead,trip-hop,56,0.418,0.486,0.249,74.924,Medium,Medium Energy
Futures,Zero 7;José González,trip-hop,55,0.597,0.52,0.381,142.133,Medium,Medium Energy
I Wonder,Protassov,trip-hop,60,0.798,0.781,0.421,80.032,Medium,High Energy
Sweet Tides,Thievery Corporation,trip-hop,56,0.415,0.606,0.148,158.011,Medium,Medium Energy
Never Mess With Sunday,Yppah,trip-hop,54,0.52,0.561,0.421,92.999,Medium,Medium Energy
Protection,Massive Attack;Tracey Thorn,trip-hop,59,0.577,0.421,0.737,168.009,Medium,Medium Energy
Time For Space,Emancipator,trip-hop,48,0.61,0.313,0.0864,80.008,Medium,Low Energy
Midnight In A Perfect World,DJ Shadow,trip-hop,55,0.664,0.644,0.646,79.526,Medium,Medium Energy
Anything You Want - Not That,Belleruche,trip-hop,62,0.954,0.777,0.952,122.32,Medium,High Energy
Otomo,Bonobo;O'Flynn,trip-hop,53,0.667,0.841,0.0392,125.994,Medium,High Energy
Downtown Train,Everything But The Girl,trip-hop,41,0.402,0.187,0.199,136.79,Medium,Low Energy
All That We Perceive,Thievery Corporation,trip-hop,58,0.698,0.832,0.951,90.479,Medium,High Energy
What Else Is There?,Röyksopp,trip-hop,58,0.704,0.927,0.342,114.995,Medium,High Energy
Age of Phase,Bonobo,trip-hop,52,0.706,0.697,0.377,123.993,Medium,High Energy
Greenland,Emancipator,trip-hop,54,0.592,0.392,0.105,98.734,Medium,Medium Energy
Post Modern Sleaze - Flight From Nashville,Sneaker Pimps,trip-hop,28,0.612,0.669,0.444,145.256,Low,High Energy
Wondering Eye,DJ Vadim;Fat Freddy's Drop,trip-hop,29,0.844,0.526,0.558,118.99,Low,Medium Energy
Slip into Something,Kinobe;Jason;Ben,trip-hop,29,0.396,0.543,0.29,87.017,Low,Medium Energy
I Against I,Massive Attack;Mos Def,trip-hop,47,0.677,0.524,0.265,100.007,Medium,Medium Energy
6 Underground,Sneaker Pimps,trip-hop,55,0.587,0.678,0.429,169.947,Medium,High Energy
Feel It,Röyksopp;Maurissa Rose,trip-hop,39,0.729,0.833,0.335,117.025,Medium,High Energy
The Spoils,Massive Attack;Hope Sandoval,trip-hop,50,0.425,0.169,0.0766,142.525,Medium,Low Energy
Sing It Back (Boris Musical Mix) (Edit) - Boris Musical Mix;Edit,Moloko;Boris Dlugosch;Michael Lange,trip-hop,15,0.761,0.775,0.966,123.017,Low,High Energy
"Don't Call It Love - 12"" Version",Zero 7,trip-hop,53,0.821,0.53,0.941,118.022,Medium,Medium Energy
mirrored heart,FKA twigs,trip-hop,52,0.343,0.304,0.224,91.707,Medium,Low Energy
What Else Is There? - ARTBAT Remix,Röyksopp;ARTBAT,trip-hop,44,0.712,0.51,0.0407,124.003,Medium,Medium Energy
Farewell,UNKLE;YSÉE;ESKA;Elliott Power;Keaton Henson;Liela Moss;Miink;Dhani Harrison;Steven Young,trip-hop,34,0.402,0.248,0.039,71.96,Medium,Low Energy
At the River,Groove Armada,trip-hop,59,0.697,0.514,0.44,136.071,Medium,Medium Energy
Black Milk,Massive Attack,trip-hop,53,0.56,0.455,0.44,168.081,Medium,Medium Energy
Lovesick,Jon Kennedy,trip-hop,53,0.398,0.533,0.219,97.982,Medium,Medium Energy
sad day,FKA twigs,trip-hop,50,0.434,0.469,0.14,136.723,Medium,Medium Energy
Rising,Sofa Surfers,trip-hop,49,0.678,0.586,0.37,104.971,Medium,Medium Energy
Daydream in Blue - BBC Radio 2 Session,I Monster,trip-hop,52,0.849,0.178,0.317,135.335,Medium,Low Energy
Mysterons,Portishead,trip-hop,55,0.657,0.498,0.46,164.25,Medium,Medium Energy
The Namesake Reprise,Nitin Sawhney,trip-hop,25,0.524,0.224,0.148,130.093,Low,Low Energy
Terrapin,Bonobo,trip-hop,48,0.552,0.328,0.0396,152.015,Medium,Low Energy
Strange Love,Koop,trip-hop,48,0.74,0.476,0.507,122,Medium,Medium Energy
Dissolved Girl,Massive Attack,trip-hop,53,0.646,0.602,0.662,131.994,Medium,Medium Energy
Tangerine Sour,Emancipator;9 Theory,trip-hop,52,0.646,0.57,0.473,93.989,Medium,Medium Energy
Eyesdown,Bonobo;Andreya Triana,trip-hop,47,0.758,0.455,0.183,129.976,Medium,Medium Energy
Hell Is Round The Corner,Tricky,trip-hop,55,0.574,0.539,0.507,119.94,Medium,Medium Energy
Fuck U,Archive,trip-hop,46,0.584,0.774,0.181,100.018,Medium,High Energy
Saudade,Thievery Corporation,trip-hop,55,0.667,0.501,0.531,200.213,Medium,Medium Energy
Pick Up Sticks,Jon Kennedy,trip-hop,54,0.67,0.672,0.272,130.489,Medium,High Energy
Innadadance (feat. Suli Breaks & Jazzie B) [Meduza Remix] - Edit,Faithless;Suli Breaks;Jazzie B.;MEDUZA,trip-hop,51,0.623,0.758,0.196,124.024,Medium,High Energy
Inertia Creeps,Massive Attack,trip-hop,51,0.365,0.806,0.388,167.383,Medium,High Energy
Elysian,Bonobo,trip-hop,51,0.486,0.366,0.0938,94.984,Medium,Medium Energy
Simmerdown,Nostalgia 77;Josa Peit,trip-hop,56,0.805,0.288,0.256,79.948,Medium,Low Energy
Building Steam With A Grain Of Salt,DJ Shadow,trip-hop,53,0.613,0.832,0.48,164.876,Medium,High Energy
Rome Wasn't Built in a Day,Morcheeba,trip-hop,62,0.61,0.807,0.689,112.031,Medium,High Energy
The Sensual Woman,The Herbaliser,trip-hop,58,0.781,0.18,0.189,89.994,Medium,Low Energy
Shining Underdog,Wax Tailor;Boog Brown,trip-hop,26,0.684,0.391,0.454,85.006,Low,Medium Energy
People Hold On (feat. Lisa Stansfield) - Full Length Disco Mix,Coldcut;Lisa Stansfield,trip-hop,26,0.621,0.769,0.847,122.252,Low,High Energy
Rattlesnakes,Emancipator,trip-hop,52,0.718,0.337,0.312,100.004,Medium,Medium Energy
Drifting Away,Faithless;Rollo Armstrong;Sister Bliss,trip-hop,27,0.675,0.788,0.177,118.038,Low,High Energy
"Sunday, Pt. II",Cibo Matto,trip-hop,26,0.586,0.238,0.206,97.302,Low,Low Energy
Jazz Music,De-Phazz,trip-hop,26,0.591,0.844,0.825,165.337,Low,High Energy
"Spiders, Crocodiles & Kryptonite",Faithless;Robert Smith,trip-hop,27,0.639,0.776,0.578,93.919,Low,High Energy
Another Bridge - 2012 Remaster,Everything But The Girl,trip-hop,26,0.48,0.853,0.775,85.181,Low,High Energy
Don't Give Up,Groove Armada,trip-hop,13,0.661,0.895,0.797,105,Low,High Energy
Feel It - Edit,Röyksopp;Maurissa Rose,trip-hop,35,0.741,0.646,0.877,117.006,Medium,Medium Energy
Underwater Love,Smoke City,trip-hop,56,0.685,0.626,0.521,81.769,Medium,Medium Energy
Shoes to America,Nitin Sawhney,trip-hop,24,0.611,0.3,0.0456,135.949,Low,Low Energy
Hands,Doctor Flake,trip-hop,48,0.598,0.687,0.461,104.001,Medium,High Energy
Swim,DJ Cam;Chris James,trip-hop,52,0.598,0.485,0.145,109.998,Medium,Medium Energy
Heartbreak,Bonobo;Totally Enormous Extinct Dinosaurs,trip-hop,48,0.636,0.961,0.398,126.997,Medium,High Energy
First Day in New York,Nitin Sawhney,trip-hop,24,0.644,0.162,0.23,129.92,Low,Low Energy
Migration,Bonobo,trip-hop,46,0.561,0.565,0.0392,122.072,Medium,Medium Energy
lightbeamers,FKA twigs,trip-hop,48,0.742,0.44,0.307,129.894,Medium,Medium Energy
Risingson,Massive Attack,trip-hop,51,0.521,0.892,0.299,164.049,Medium,High Energy
2 Wicky,Hooverphonic,trip-hop,51,0.546,0.613,0.446,68.172,Medium,Medium Energy
Enjoy the Ride (feat. Judie Tzuke),Morcheeba;Judie Tzuke,trip-hop,13,0.552,0.518,0.45,84.996,Low,Medium Energy
El Cielo,Radio Citizen;Bajka,trip-hop,54,0.744,0.306,0.462,75.892,Medium,Low Energy
Me&Youphoria - Edit,Röyksopp,trip-hop,50,0.479,0.852,0.371,104.985,Medium,High Energy
Sandpaper Kisses,Martina Topley-Bird,trip-hop,50,0.517,0.397,0.17,83.773,Medium,Medium Energy
fallen alien,FKA twigs,trip-hop,49,0.581,0.674,0.214,139.944,Medium,High Energy
pamplemousse,FKA twigs,trip-hop,49,0.826,0.87,0.96,150.07,Medium,High Energy
My Friend,Groove Armada,trip-hop,60,0.473,0.867,0.153,94.09,Medium,High Energy
Rabbit In Your Headlights,UNKLE;Thom Yorke,trip-hop,50,0.265,0.588,0.171,112.396,Medium,Medium Energy
Nightlite,Bonobo;Bajka,trip-hop,51,0.549,0.588,0.545,79.495,Medium,Medium Energy
which way (feat. dystopia),FKA twigs;Dystopia,trip-hop,48,0.699,0.556,0.263,88.504,Medium,Medium Energy
Cinema,Doctor Flake,trip-hop,50,0.511,0.697,0.288,109.994,Medium,High Energy
Blue Dream - Koresma Remix,Emancipator;Koresma,trip-hop,50,0.674,0.684,0.125,115.017,Medium,High Energy
Eple,Röyksopp,trip-hop,55,0.68,0.849,0.806,106.486,Medium,High Energy
Ghost Pong,Emancipator,trip-hop,47,0.655,0.468,0.406,89.999,Medium,Medium Energy
Superstylin',Groove Armada,trip-hop,61,0.742,0.798,0.928,128.967,Medium,High Energy
Otherwise,Morcheeba,trip-hop,56,0.69,0.529,0.596,148.056,Medium,Medium Energy
Lonely Soul,UNKLE;Richard Ashcroft,trip-hop,52,0.475,0.591,0.123,91.609,Medium,Medium Energy
Closer,Bonobo,trip-hop,48,0.74,0.708,0.0716,125.021,Medium,High Energy
Insomnia - Monster Mix,Faithless;Rollo Armstrong;Sister Bliss;Goetz,trip-hop,56,0.683,0.937,0.305,126.872,Medium,High Energy
Until The Morning,Thievery Corporation;Emilíana Torrini,trip-hop,54,0.6,0.432,0.275,71.975,Medium,Medium Energy
Safe From Harm - 2012 Mix/Master,Massive Attack,trip-hop,54,0.677,0.83,0.842,82.274,Medium,High Energy
Ungodly Fruit,Wax Tailor,trip-hop,53,0.641,0.695,0.724,169.985,Medium,High Energy
Tonto Rides the Gain,Jon Kennedy,trip-hop,51,0.724,0.509,0.0594,99.993,Medium,Medium Energy
Fascination - 2012 Remaster,Everything But The Girl,trip-hop,26,0.404,0.216,0.321,144.631,Low,Low Energy
Flip Ya Lid,Nightmares On Wax,trip-hop,53,0.873,0.465,0.729,89.982,Medium,Medium Energy
Night Over Manaus,Boozoo Bajou,trip-hop,26,0.851,0.864,0.841,142.898,Low,High Energy
Sometimes,Hooverphonic,trip-hop,24,0.494,0.726,0.736,167.288,Low,High Energy
Come on Home,Everything But The Girl,trip-hop,25,0.341,0.494,0.271,83.603,Low,Medium Energy
Meet Me in the Morning - 2013 Remaster,Everything But The Girl,trip-hop,25,0.501,0.373,0.237,99.037,Low,Medium Energy
Humankind - Grant Phabao Tuff N'uff Skank Starring the Lone Ranger,Alice Russell,trip-hop,25,0.882,0.527,0.419,88.665,Low,Medium Energy
10th Floor Ghost Girl,Cibo Matto,trip-hop,24,0.733,0.888,0.799,121.063,Low,High Energy
Mad About You - Orchestra Version,Hooverphonic,trip-hop,41,0.447,0.467,0.339,77.909,Medium,Medium Energy
Six Days - Radio Edit,DJ Shadow,trip-hop,35,0.543,0.593,0.74,167.108,Medium,Medium Energy
Kalimba,Mr. Scruff,trip-hop,38,0.863,0.877,0.673,119.758,Medium,High Energy
Stay The Same - Radio Edit,Bonobo;Andreya Triana,trip-hop,48,0.639,0.549,0.435,100.014,Medium,Medium Energy
Hit That Jive,Gramatik,trip-hop,52,0.896,0.684,0.686,99.995,Medium,High Energy
Numb,Portishead,trip-hop,54,0.326,0.447,0.22,78.052,Medium,Medium Energy
Eden,Hooverphonic,trip-hop,49,0.246,0.572,0.169,82.07,Medium,Medium Energy
Strangers,Portishead,trip-hop,52,0.659,0.617,0.25,84.078,Medium,Medium Energy
Organ Donor,DJ Shadow,trip-hop,52,0.61,0.571,0.909,106.185,Medium,Medium Energy
Trigger Hippie,Morcheeba,trip-hop,51,0.628,0.625,0.148,172.154,Medium,Medium Energy
Everything You Do Is A Balloon,Boards of Canada,trip-hop,49,0.54,0.385,0.0875,91.041,Medium,Medium Energy
A grand love theme,Kid Loco,trip-hop,51,0.553,0.659,0.46,183.815,Medium,Medium Energy
Noctuary,Bonobo,trip-hop,45,0.667,0.299,0.382,90.016,Medium,Low Energy
Big Calm,Morcheeba,trip-hop,52,0.345,0.809,0.323,150.234,Medium,High Energy
Sea To Sky - Parra For Cuva Remix,Emancipator;Murge;Parra for Cuva,trip-hop,47,0.712,0.685,0.059,104.98,Medium,High Energy
Soon It Will Be Cold Enough to Build Fires,Emancipator,trip-hop,50,0.707,0.467,0.419,94.417,Medium,Medium Energy
"Oh, Lover - Edit",Röyksopp;Susanne Sundfør,trip-hop,50,0.576,0.741,0.271,94.995,Medium,High Energy
I Came Running,Ancient Astronauts,trip-hop,49,0.655,0.779,0.146,89.995,Medium,High Energy
Flutter,Bonobo,trip-hop,49,0.605,0.644,0.747,103.005,Medium,Medium Energy
Half A World Away,Esthero,trip-hop,23,0.647,0.732,0.813,95.949,Low,High Energy
Heard Somebody Whistle,Jay-Jay Johanson,trip-hop,51,0.704,0.668,0.784,111.145,Medium,High Energy
Happy,Rae & Christian;Mark Foster,trip-hop,55,0.847,0.551,0.614,110,Medium,Medium Energy
Nights Introlude,Nightmares On Wax,trip-hop,51,0.685,0.741,0.27,94.499,Medium,High Energy
Music Is Math,Boards of Canada,trip-hop,46,0.542,0.799,0.116,99.976,Medium,High Energy
Laugh You out the House,Everything But The Girl,trip-hop,24,0.571,0.671,0.925,102.807,Low,High Energy
Goodness,Emancipator,trip-hop,49,0.71,0.767,0.593,89.873,Medium,High Energy
Doors Of Perception,Thievery Corporation;Gunjan,trip-hop,42,0.401,0.473,0.291,127.869,Medium,Medium Energy
Liontamer,Faithless,trip-hop,23,0.622,0.842,0.307,109.032,Low,High Energy
Give It Away,Zero 7,trip-hop,50,0.552,0.554,0.451,101.319,Medium,Medium Energy
An Eagle In Your Mind,Boards of Canada,trip-hop,50,0.825,0.467,0.249,96.012,Medium,Medium Energy
Why Go? (feat. Boy George),Faithless;Boy George,trip-hop,22,0.255,0.363,0.213,193.375,Low,Medium Energy
Cumbia Sobre el Mar,Quantic;Flowering Inferno,trip-hop,59,0.615,0.601,0.662,84.614,Medium,Medium Energy
Dub Styles,Roots Manuva,trip-hop,23,0.797,0.851,0.759,94.048,Low,High Energy
Alpha Beta Gaga,Air,trip-hop,48,0.477,0.833,0.555,169.968,Medium,High Energy
Sleeper Car,Thievery Corporation,trip-hop,22,0.55,0.591,0.587,188.1,Low,Medium Energy
Nevergreen,Emancipator,trip-hop,49,0.511,0.42,0.239,170.873,Medium,Medium Energy
Lust for a Vampyr,I Monster,trip-hop,52,0.588,0.503,0.395,95.734,Medium,Medium Energy
The Drug,Röyksopp,trip-hop,24,0.499,0.443,0.162,122.314,Low,Medium Energy
Driving - Acoustic,Everything But The Girl,trip-hop,23,0.369,0.19,0.359,174.028,Low,Low Energy
The Richest Man In Babylon,Thievery Corporation,trip-hop,54,0.74,0.589,0.893,91.998,Medium,Medium Energy
"Ce matin-là - From ""L'uomo in più""",Air,trip-hop,52,0.21,0.445,0.164,102.089,Medium,Medium Energy
